Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item,Claim Amount,Status,Close Amount,Disposition,Day Differences,Amount Differences
2005081890804,2005-08-09 00:00:00,2005-07-16 00:00:00,BDL,Bradley International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,331.0,Approved,331.0,Approve in Full,24.0,0.0
2005032479689,2005-03-08 00:00:00,2005-01-24 00:00:00,LAX,Los Angeles International Airport,UAL,Passenger Property Loss,Checked Baggage,DVD/CD Players,180.0,Settled,65.0,Settle,43.0,115.0
2007031522321,2007-03-08 00:00:00,2007-01-31 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Locks,20.0,Denied,0.0,Deny,36.0,20.0
2007031422283,2007-03-12 00:00:00,2007-03-07 00:00:00,JFK,John F. Kennedy International,Continental Airlines,Passenger Property Loss,Checked Baggage,Other,192.91,Denied,0.0,Deny,5.0,192.91
2009032056642,2009-03-09 00:00:00,2008-12-22 00:00:00,OAK,Metropolitan Oakland International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Locks; Medicines,125.0,Denied,0.0,Deny,77.0,125.0
2007120536066,2007-11-28 00:00:00,2007-07-21 00:00:00,BOI,Boise Air Terminal/Gowen Field,UAL,Passenger Property Loss,Checked Baggage,Locks,8.35,Approved,8.35,Approve in Full,130.0,0.0
2008041842897,2008-04-15 00:00:00,2008-03-23 00:00:00,IAD,Washington Dulles International,UAL,Passenger Property Loss,Checked Baggage,Luggage (all types including footlockers); Other,615.0,Settled,450.0,Settle,23.0,165.0
2007020720439,2007-02-06 00:00:00,2007-01-06 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Continental Airlines,Property Damage,Checked Baggage,Razors (other than electric),69.99,Denied,0.0,Deny,31.0,69.99
2004052553429,2004-04-21 00:00:00,2004-03-08 00:00:00,EWR,Newark International Airport,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),10.65,Approved,10.65,Approve in Full,44.0,0.0
0610237L,2003-06-10 00:00:00,2003-05-10 00:00:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),45.47,Approved,45.47,Approve in Full,31.0,0.0
2005101894821,2005-10-12 00:00:00,2005-09-18 00:00:00,SJU,Luis Munoz Marin International,American Airlines,Property Damage,Checked Baggage,Locks,120.0,Denied,0.0,Deny,24.0,120.0
2008071446864,2008-07-08 00:00:00,2008-06-27 00:00:00,PHL,Philadelphia International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.),129.3,Denied,0.0,Deny,11.0,129.3
2007020920605,2007-02-02 00:00:00,2007-01-05 00:00:00,ORD,Chicago O'Hare International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Dental Equipment and Instruments,68.0,Denied,0.0,Deny,28.0,68.0
0725046M,2003-07-25 00:00:00,2003-07-18 00:00:00,SEA,Seattle-Tacoma International,UAL,Passenger Property Loss,Checkpoint,Jewelry - Fine,3350.0,Settled,2850.0,Settle,7.0,500.0
2006110215090,2006-11-01 00:00:00,2006-09-28 00:00:00,ORD,Chicago O'Hare International Airport,British Airways,Passenger Property Loss,Checked Baggage,Luggage (all types including footlockers),129.99,Denied,0.0,Deny,34.0,129.99
2008121953559,2008-12-10 00:00:00,2008-08-02 00:00:00,SEA,Seattle-Tacoma International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Kitchen Utensils -Pots; Pans; Knives (heavy aluminum; cast iron; etc.),53.0,Approved,53.0,Approve in Full,130.0,0.0
2006062808679,2006-06-28 00:00:00,2006-06-22 00:00:00,SAN,San Diego International,Delta Air Lines,Property Damage,Checked Baggage,Bags - Fabric; plastic; etc. (not purses); Clothing - Shoes; belts; accessories; etc.,280.0,Denied,0.0,Deny,6.0,280.0
2006012600415,2006-01-23 00:00:00,2006-01-10 00:00:00,JFK,John F. Kennedy International,Jet Blue,Property Damage,Checkpoint,Other,175.0,Settled,95.0,Settle,13.0,80.0
2005040181033,2005-03-29 00:00:00,2005-02-24 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Property Damage,Checked Baggage,Other,57.6,Approved,57.6,Approve in Full,33.0,0.0
2006101914199,2006-10-05 00:00:00,2006-10-01 00:00:00,BTV,Burlington; VT,UAL,Passenger Property Loss,Checked Baggage,Cell Phones,100.0,Settled,50.0,Settle,4.0,50.0
1208099M,2003-12-08 00:00:00,2003-09-23 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Property Damage,Checked Baggage,Locks,110.0,Denied,0.0,Deny,76.0,110.0
0411022L,2003-04-11 00:00:00,2003-02-23 00:00:00,LAX,Los Angeles International Airport,Alaska Airlines,Passenger Property Loss,Other,Other,148.73,Denied,0.0,Deny,47.0,148.73
2005051084439,2005-05-09 00:00:00,2005-04-10 00:00:00,PDX,Portland International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,625.0,Settled,500.0,Settle,29.0,125.0
0808005M,2003-08-08 00:00:00,2003-07-27 00:00:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,500.0,Settled,250.0,Settle,12.0,250.0
2006101714102,2006-10-10 00:00:00,2006-07-11 00:00:00,SAT,San Antonio International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,69.95,Approved,69.95,Approve in Full,91.0,0.0
2004081161162,2004-07-09 00:00:00,2003-03-12 00:00:00,IAD,Washington Dulles International,UAL,Property Damage,Checked Baggage,Locks,21.48,Denied,0.0,Deny,485.0,21.48
2004060254103,2004-04-23 00:00:00,2004-03-01 00:00:00,BOS,Boston (Logan) International Airport,American Airlines,Property Damage,Checked Baggage,Musical Instruments - Other - Over $250,1250.0,Settled,400.0,Settle,53.0,850.0
2004062957693,2004-06-08 00:00:00,2004-05-13 00:00:00,ORD,Chicago O'Hare International Airport,Air France,Passenger Property Loss,Checkpoint,Other,65.48,Approved,65.48,Approve in Full,26.0,0.0
2007081330169,2007-08-13 00:00:00,2007-07-08 00:00:00,RDU,Raleigh-Durham International,Jet Blue,Passenger Property Loss,Checkpoint,Bags - Fabric; plastic; etc. (not purses); Other,390.0,Denied,0.0,Deny,36.0,390.0
2005101894802,2005-10-12 00:00:00,2005-09-29 00:00:00,LAS,McCarran International,America West,Passenger Property Loss,Checked Baggage,Locks,10.7,Approved,10.7,Approve in Full,13.0,0.0
2006103114857,2006-10-24 00:00:00,2006-10-12 00:00:00,DEN,Denver International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,55.0,Approved,55.0,Approve in Full,12.0,0.0
2007061527040,2007-06-14 00:00:00,2007-06-01 00:00:00,LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.),166.2,Denied,0.0,Deny,13.0,166.2
2008080848282,2008-08-05 00:00:00,2008-06-17 00:00:00,ICT,Wichita Mid-Continent,American Airlines,Passenger Property Loss,Checked Baggage,Locks,20.0,Denied,0.0,Deny,49.0,20.0
2007013019811,2007-01-25 00:00:00,2006-12-03 00:00:00,HNL,Honolulu International Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),100.0,Approved,100.0,Approve in Full,53.0,0.0
2005030777094,2005-02-01 00:00:00,2005-01-17 00:00:00,PSP,Palm Springs International,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),400.0,Settled,70.0,Settle,15.0,330.0
19674,2002-10-29 00:00:00,2002-10-15 00:00:00,CMH,Port Columbus International,American Airlines,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,97.0,Settled,35.0,Settle,14.0,62.0
2006122017592,2006-12-14 00:00:00,2006-12-06 00:00:00,MCO,Orlando International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Bags - Fabric; plastic; etc. (not purses); Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,199.06,Denied,0.0,Deny,8.0,199.06
2005122398336,2005-12-16 00:00:00,2005-12-10 00:00:00,SAN,San Diego International,Alaska Airlines,Property Damage,Checkpoint,Other,125.0,Approved,125.0,Approve in Full,6.0,0.0
2007042424388,2007-04-19 00:00:00,2007-04-07 00:00:00,LAS,McCarran International,Continental Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Watches - Expensive more than $100,216.03,Denied,0.0,Deny,12.0,216.03
2004051852754,2004-04-06 00:00:00,2004-03-04 00:00:00,EWR,Newark International Airport,Virgin Atlantic,Property Damage,Checkpoint,Locks,8.6,Approved,8.6,Approve in Full,33.0,0.0
0612050L,2003-06-12 00:00:00,2003-06-03 00:00:00,LGA,LaGuardia,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,25.0,Approved,25.0,Approve in Full,9.0,0.0
2009070860970,2009-06-29 00:00:00,2009-06-06 00:00:00,JFK,John F. Kennedy International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Locks,65.0,Denied,0.0,Deny,23.0,65.0
2004061655946,2004-05-13 00:00:00,2004-05-03 00:00:00,STL,Lambert St. Louis International,American Airlines,Property Damage,Checked Baggage,Other,100.0,Settled,50.0,Settle,10.0,50.0
0625062M,2003-06-25 00:00:00,2003-05-13 00:00:00,PHL,Philadelphia International Airport,UAL,Property Damage,Checked Baggage,Cameras - Digital,100.0,Settled,50.0,Settle,43.0,50.0
2007091231709,2007-09-07 00:00:00,2007-08-03 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Locks,27.8,Denied,0.0,Deny,35.0,27.8
2005050483979,2005-05-02 00:00:00,2005-04-15 00:00:00,LAS,McCarran International,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),240.0,Settled,82.45,Settle,17.0,157.55
2004070658323,2004-06-16 00:00:00,2004-04-09 00:00:00,JFK,John F. Kennedy International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,131.0,Settled,65.5,Settle,68.0,65.5
2007113035839,2007-11-26 00:00:00,2007-11-18 00:00:00,SAN,San Diego International,Alaska Airlines,Property Damage,Checked Baggage,Compasses,38.0,Denied,0.0,Deny,8.0,38.0
2006013000564,2006-01-23 00:00:00,2005-09-30 00:00:00,GEG,Spokane International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Locks,25.75,Approved,25.75,Approve in Full,115.0,0.0
2008080548029,2008-07-30 00:00:00,2007-12-14 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Locks,21.75,Denied,0.0,Deny,229.0,21.75
2004120368452,2004-10-07 00:00:00,2004-09-26 00:00:00,SAV,Savannah International,USAir,Property Damage,Checked Baggage,Other,219.97,Settled,198.07,Settle,11.0,21.900000000000006
2008021439663,2008-02-11 00:00:00,2008-01-23 00:00:00,RSW,Southwest Florida International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.); Other,285.0,Denied,0.0,Deny,19.0,285.0
2005110395581,2005-10-25 00:00:00,2005-10-09 00:00:00,COS,Colorado Springs Municipal,UAL,Passenger Property Loss,Checked Baggage,Other,114.89,Denied,0.0,Deny,16.0,114.89
2006042404989,2006-04-11 00:00:00,2006-03-29 00:00:00,MVY,Martha's Vineyard Airport,Cape Air,Passenger Property Loss,Checked Baggage,Jewelry - Fine,194.85,Approved,194.85,Approve in Full,13.0,0.0
0804015M,2003-08-04 00:00:00,2003-07-25 00:00:00,MCO,Orlando International Airport,Virgin Atlantic,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,370.0,Settled,180.0,Settle,10.0,190.0
2005100393765,2005-09-26 00:00:00,2005-09-06 00:00:00,RDM,Roberts Field,Alaska Airlines,Passenger Property Loss,Checked Baggage,Other,115.0,Settled,57.5,Settle,20.0,57.5
2006120716838,2006-11-30 00:00:00,2006-11-26 00:00:00,IAD,Washington Dulles International,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),242.9,Denied,0.0,Deny,4.0,242.9
0801032M,2003-08-01 00:00:00,2003-07-21 00:00:00,SJC,Norman Y Mineta San Jose International,Frontier Airlines,Passenger Property Loss,Checked Baggage,Other,87.62,Settled,43.81,Settle,11.0,43.81
2006041404572,2006-04-04 00:00:00,2006-02-02 00:00:00,SAT,San Antonio International,American Airlines,Property Damage,Checked Baggage,Locks,55.0,Approved,55.0,Approve in Full,61.0,0.0
2005120997473,2005-11-30 00:00:00,2005-10-01 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),81.13,Denied,0.0,Deny,60.0,81.13
2004083161696,2004-07-27 00:00:00,2004-07-05 00:00:00,TLH,Tallahassee Regional,USAir,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,20.0,Approved,20.0,Approve in Full,22.0,0.0
2008102751602,2008-10-20 00:00:00,2008-10-06 00:00:00,PHX,Phoenix Sky Harbor International,American Airlines,Passenger Property Loss,Checked Baggage,Cell Phones,119.0,Denied,0.0,Deny,14.0,119.0
2007091131603,2007-09-06 00:00:00,2007-08-27 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,45.0,Approved,45.0,Approve in Full,10.0,0.0
2008030540463,2008-02-25 00:00:00,2008-02-06 00:00:00,SLC,Salt Lake City International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cell Phones,30.0,Denied,0.0,Deny,19.0,30.0
0618091L,2003-05-14 00:00:00,2003-05-21 00:00:00,JAX,Jacksonville International,Southwest Airlines,Passenger Property Loss,Checkpoint,Other,21.19,Denied,0.0,Deny,-7.0,21.19
2004052553409,2004-04-21 00:00:00,2004-04-06 00:00:00,FAT,Fresno Yosemite International,America West,Property Damage,Checked Baggage,Luggage (all types including footlockers),45.0,Approved,45.0,Approve in Full,15.0,0.0
2008100950980,2008-10-06 00:00:00,2008-09-19 00:00:00,TBN,Forney Army Airfield,American Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,114.0,Denied,0.0,Deny,17.0,114.0
2004101565077,2004-08-31 00:00:00,2004-07-18 00:00:00,ORD,Chicago O'Hare International Airport,USAir,Passenger Property Loss,Checked Baggage,Other,249.0,Denied,0.0,Deny,44.0,249.0
2009080462173,2009-07-30 00:00:00,2009-06-15 00:00:00,PHL,Philadelphia International Airport,USAir,Passenger Property Loss,Checked Baggage,Alcoholic beverages; Other,127.0,Denied,0.0,Deny,45.0,127.0
2005040181031,2005-03-29 00:00:00,2005-01-04 00:00:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,645.0,Denied,0.0,Deny,84.0,645.0
2005102795311,2005-10-20 00:00:00,2005-10-02 00:00:00,RAP,Rapid City Regional,Southwest Airlines,Property Damage,Checkpoint,Computer - Laptop,750.0,Denied,0.0,Deny,18.0,750.0
2005101194374,2005-10-04 00:00:00,2005-06-25 00:00:00,SMF,Sacramento International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,339.21,Denied,0.0,Deny,101.0,339.21
2004051452131,2004-04-05 00:00:00,2004-03-27 00:00:00,JFK,John F. Kennedy International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,828.0,Denied,414.0,Deny,9.0,414.0
2005091492513,2005-09-06 00:00:00,2005-08-29 00:00:00,PHX,Phoenix Sky Harbor International,America West,Passenger Property Loss,Checked Baggage,Cameras - Digital,524.02,Settled,248.98,Settle,8.0,275.03999999999996
0325016L,2003-03-25 00:00:00,2003-02-23 00:00:00,MCO,Orlando International Airport,America West,Passenger Property Loss,Other,Clothing - Shoes; belts; accessories; etc.,5000.0,Settled,4937.4,Settle,30.0,62.600000000000364
2009060359840,2009-05-26 00:00:00,2009-04-23 00:00:00,GEG,Spokane International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Locks,16.0,Denied,0.0,Deny,33.0,16.0
2008070346548,2008-06-30 00:00:00,2008-06-20 00:00:00,EWR,Newark International Airport,British Airways,Passenger Property Loss,Checked Baggage,Other,77.95,Denied,0.0,Deny,10.0,77.95
2006070308833,2006-06-29 00:00:00,2006-06-11 00:00:00,OGG,Kahului-Maui; HI,Delta Air Lines,Property Damage,Checkpoint,Luggage (all types including footlockers),50.0,Approved,50.0,Approve in Full,18.0,0.0
2006122217852,2006-12-19 00:00:00,2006-12-09 00:00:00,LAX,Los Angeles International Airport,American Airlines,Property Damage,Checkpoint,Luggage (all types including footlockers),39.0,Approved,39.0,Approve in Full,10.0,0.0
2008122053666,2009-01-05 00:00:00,2008-11-28 00:00:00,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checked Baggage,Other,50.0,Denied,0.0,Deny,38.0,50.0
2004120368377,2004-10-18 00:00:00,2004-08-30 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checked Baggage,Other,250.0,Approved,195.0,Approve in Full,49.0,55.0
2004051151046,2004-04-01 00:00:00,2004-03-21 00:00:00,LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,85.0,Denied,0.0,Deny,11.0,85.0
2006020901283,2006-02-03 00:00:00,2006-01-15 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Other,150.0,Approved,150.0,Approve in Full,19.0,0.0
2007010418234,2007-01-04 00:00:00,2006-12-27 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Property Damage,Checkpoint,Computer - Laptop,708.11,Approved,708.11,Approve in Full,8.0,0.0
2008020739217,2008-01-28 00:00:00,2008-01-01 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Cell Phones,432.42,Settled,216.21,Settle,27.0,216.21
2005110795664,2005-10-27 00:00:00,2005-07-28 00:00:00,MCO,Orlando International Airport,USAir,Passenger Property Loss,Checked Baggage,Stereo Items & Accessories,381.4,Denied,0.0,Deny,91.0,381.4
2006012099889,2006-01-12 00:00:00,2005-12-13 00:00:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),106.89,Settled,35.63,Settle,30.0,71.25999999999999
2005081190364,2005-08-08 00:00:00,2005-07-17 00:00:00,LAS,McCarran International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,55.0,Denied,0.0,Deny,22.0,55.0
2008090349410,2008-08-29 00:00:00,2008-07-30 00:00:00,DEN,Denver International Airport,Frontier Airlines,Property Damage,Checked Baggage,Sporting Equipment & Supplies (footballs; parachutes; etc.),42.45,Denied,0.0,Deny,30.0,42.45
2006053107094,2006-05-25 00:00:00,2006-04-11 00:00:00,RSW,Southwest Florida International,Spirit Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,311.5,Denied,0.0,Deny,44.0,311.5
2008042843471,2008-04-24 00:00:00,2008-02-15 00:00:00,JFK,John F. Kennedy International,American Airlines,Passenger Property Loss,Checked Baggage,Locks,9.49,Approved,9.49,Approve in Full,69.0,0.0
2009051858881,2009-04-27 00:00:00,2009-03-04 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Sun Country Airlines Inc,Property Damage,Checked Baggage,Luggage (all types including footlockers),260.0,Denied,0.0,Deny,54.0,260.0
2004070658590,2004-06-17 00:00:00,2004-05-28 00:00:00,SJT,San Angelo Regional,Continental Airlines,Property Damage,Checkpoint,Other,145.88,Approved,145.88,Approve in Full,20.0,0.0
2008022640183,2008-02-20 00:00:00,2008-02-15 00:00:00,LAX,Los Angeles International Airport,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),150.0,Denied,0.0,Deny,5.0,150.0
2008050643918,2008-08-07 00:00:00,2008-01-20 00:00:00,PHX,Phoenix Sky Harbor International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,70.44,Denied,0.0,Deny,200.0,70.44
2007060526281,2007-05-31 00:00:00,2007-05-23 00:00:00,IAD,Washington Dulles International,Lufthansa,Property Damage,Checked Baggage,Luggage (all types including footlockers),150.0,Denied,0.0,Deny,8.0,150.0
2008061845854,2008-06-16 00:00:00,2008-05-18 00:00:00,DEN,Denver International Airport,UAL,Property Damage,Checkpoint,Computer - Laptop,910.64,Settled,585.8,Settle,29.0,324.84000000000003
2009092463988,2009-09-23 00:00:00,2009-09-21 00:00:00,LAS,McCarran International,Allegiant Air,Passenger Property Loss,Checked Baggage,Locks,25.0,Denied,0.0,Deny,2.0,25.0
2008112152673,2008-11-26 00:00:00,2008-11-16 00:00:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Locks,9.7,Denied,0.0,Deny,10.0,9.7
1205384M,2003-12-05 00:00:00,2003-09-05 00:00:00,MSY,New Orleans International,Northwest Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,275.0,Approved,275.0,Approve in Full,91.0,0.0
2004102165477,2004-09-10 00:00:00,2004-07-19 00:00:00,ORD,Chicago O'Hare International Airport,Southwest Airlines,Passenger Theft,Checked Baggage,Computer - Laptop,150.0,Approved,150.0,Approve in Full,53.0,0.0
2006022201930,2006-02-14 00:00:00,2005-12-23 00:00:00,RIC,Richmond International,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,34.0,Denied,0.0,Deny,53.0,34.0
2005082591418,2005-08-19 00:00:00,2005-08-05 00:00:00,GSP,Greenville-Spartanburg,Delta Air Lines,Property Damage,Checkpoint,Luggage (all types including footlockers),49.0,Denied,0.0,Deny,14.0,49.0
2004083161742,2004-07-27 00:00:00,2004-06-22 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),285.0,Settled,135.37,Settle,35.0,149.63
2008011437842,2008-01-07 00:00:00,2008-01-03 00:00:00,SLC,Salt Lake City International Airport,Delta Air Lines,Property Damage,Checked Baggage,Paintings and Pictures (including frames; etchings; photos; etc),100.0,Denied,0.0,Deny,4.0,100.0
2009062560637,2009-06-22 00:00:00,2009-05-13 00:00:00,BGR,Bangor International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Dental Equipment and Instruments,350.0,Denied,0.0,Deny,40.0,350.0
2009011454535,2009-01-09 00:00:00,2008-12-28 00:00:00,SMF,Sacramento International Airport,Mexicana,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,150.84,Settled,75.42,Settle,12.0,75.42
2008011537874,2008-01-08 00:00:00,2008-01-03 00:00:00,MDW,Midway International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,55.0,Denied,0.0,Deny,5.0,55.0
2005111596115,2005-11-03 00:00:00,2005-10-19 00:00:00,LGB,Long Beach,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,300.0,Settled,139.01,Settle,15.0,160.99
0828026M,2003-08-28 00:00:00,2003-07-03 00:00:00,SNA,John Wayne,Southwest Airlines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),34.95,Settled,17.48,Settle,56.0,17.470000000000002
2007092532505,2007-09-19 00:00:00,2007-08-17 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,USAir,Passenger Property Loss,Checked Baggage,Locks,6.3,Denied,0.0,Deny,33.0,6.3
2009032056573,2009-03-03 00:00:00,2009-01-30 00:00:00,DEN,Denver International Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),172.95,Denied,0.0,Deny,32.0,172.95
2007102634003,2007-10-22 00:00:00,2007-10-02 00:00:00,LAX,Los Angeles International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Locks,21.65,Denied,0.0,Deny,20.0,21.65
2009080662331,2009-08-04 00:00:00,2009-07-15 00:00:00,SEA,Seattle-Tacoma International,EVA airlines,Passenger Property Loss,Checked Baggage,Alcoholic beverages; Other,69.0,Approved,69.0,Approve in Full,20.0,0.0
2004080360499,2004-07-13 00:00:00,2004-05-07 00:00:00,ROC,Greater Rochester International,Jet Blue,Passenger Property Loss,Checked Baggage,Cameras - Digital,324.73,Approved,324.73,Approve in Full,67.0,0.0
2005030877230,2005-02-01 00:00:00,2005-01-10 00:00:00,JFK,John F. Kennedy International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cameras - Digital,644.15,Settled,322.08,Settle,22.0,322.07
2007100432990,2007-10-01 00:00:00,2007-09-11 00:00:00,EWR,Newark International Airport,Continental Airlines,Property Damage,Checkpoint,Baby - Strollers; car seats; playpen; etc.,450.0,Approved,450.0,Approve in Full,20.0,0.0
2004060454753,2004-05-04 00:00:00,2004-04-18 00:00:00,RDU,Raleigh-Durham International,America West,Property Damage,Checked Baggage,Other,126.36,Approved,126.36,Approve in Full,16.0,0.0
2005032178966,2005-02-24 00:00:00,2004-10-13 00:00:00,MFR,Rogue Valley International,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,27.7,Approved,27.7,Approve in Full,134.0,0.0
2005030576969,2005-02-01 00:00:00,2005-01-24 00:00:00,DFW,Dallas-Fort Worth International Airport,UAL,Property Damage,Checked Baggage,Other,15.99,Approved,15.99,Approve in Full,8.0,0.0
2007042624561,2007-04-23 00:00:00,2007-04-04 00:00:00,RDU,Raleigh-Durham International,Southwest Airlines,Property Damage,Checkpoint,Cell Phones,59.95,Approved,59.95,Approve in Full,19.0,0.0
2004070858792,2004-06-21 00:00:00,2004-05-16 00:00:00,SEA,Seattle-Tacoma International,Frontier Airlines,Passenger Property Loss,Checked Baggage,Locks,10.0,Approved,10.0,Approve in Full,36.0,0.0
2005091992730,2005-09-09 00:00:00,2005-08-13 00:00:00,BOS,Boston (Logan) International Airport,USAir,Property Damage,Checked Baggage,Other,300.0,Denied,0.0,Deny,27.0,300.0
2008102151375,2008-10-16 00:00:00,2008-10-05 00:00:00,ALW,Walla Walla Regional Airport,Horizon Air,Property Damage,Checked Baggage,Bags - Fabric; plastic; etc. (not purses),107.25,Approved,107.25,Approve in Full,11.0,0.0
2008102051277,2008-10-15 00:00:00,2008-09-20 00:00:00,JFK,John F. Kennedy International,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),400.0,Denied,0.0,Deny,25.0,400.0
2008040441851,2008-03-20 00:00:00,2008-03-10 00:00:00,PDX,Portland International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,200.0,Denied,0.0,Deny,10.0,200.0
0908046M,2003-09-08 00:00:00,2003-08-31 00:00:00,ELP,El Paso International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,396.0,Approved,396.0,Approve in Full,8.0,0.0
0515015L,2003-05-15 00:00:00,2003-04-19 00:00:00,SEA,Seattle-Tacoma International,Lufthansa,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,214.42,Denied,0.0,Deny,26.0,214.42
2005032980212,2005-03-16 00:00:00,2005-03-04 00:00:00,LAX,Los Angeles International Airport,Air Canada,Passenger Property Loss,Checked Baggage,Other,108.25,Approved,108.25,Approve in Full,12.0,0.0
2006091812742,2006-09-13 00:00:00,2006-08-17 00:00:00,GEG,Spokane International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,110.0,Settled,70.85,Settle,27.0,39.150000000000006
